Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size,Latitude,Longitude
1494995,https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/115155486?plId=1832768&amp;plt=4,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,42.0,-33.9305556,18.4472222
1195000,https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/115148091?plId=1832768&amp;plt=4,1 Bedroom Apartment,Rosebank,1.0,1.0,1.0,,68.0,-33.9519444,18.4738889
1495000,https://www.property24.com/for-sale/rondebosch-village/cape-town/western-cape/8660/115191220,1 Bedroom Apartment,Rondebosch Village,1.0,1.0,1.0,,52.0,-33.95200375,18.487255683584934
850000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/115223177,6 Bedroom House,Langa,6.0,1.0,5.0,230.0,,-33.9455556,18.53
1189000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115178607,0.5 Bedroom Apartment,Zonnebloem,0.5,1.0,1.0,,44.0,-33.932546,18.435048
995000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115218798,2 Bedroom Apartment,Thornton,2.0,1.0,1.0,,53.0,-33.9189157,18.5318232
1500000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114630103?plId=1830249&amp;plt=4,2 Bedroom Apartment,Zonnebloem,2.0,1.0,1.0,,49.0,-33.932546,18.435048
1395000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/115223141,1 Bedroom Apartment,Pinelands,1.0,1.0,,,36.0,-33.9316667,18.5127778
700000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115182353,1 Bedroom Apartment,Wynberg,1.0,1.0,1.0,,54.0,-34.0036249,18.4672507
1390000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115139081,2 Bedroom House,Salt River,2.0,1.0,1.0,156.0,,-33.9317008,18.4610056
820000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115062739,1 Bedroom Apartment,Mowbray,1.0,1.0,,,34.0,-33.9483333,18.4741667
930000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115190423,2 Bedroom House,Belhar,2.0,1.0,2.0,152.0,,-33.9447222,18.6258333
1200000,https://www.property24.com/for-sale/charlesville/cape-town/western-cape/8155/115007357?plId=1839131&amp;plt=4,3 Bedroom House,Charlesville,3.0,1.5,5.0,582.0,,-33.961557150000004,18.567850450689303
1150000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115183900,1 Bedroom Apartment,Wynberg Upper,1.0,1.0,1.0,,52.0,,
1349000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115186760,1 Bedroom Apartment,Observatory,1.0,1.0,1.0,,46.0,-33.9369444,18.4683333
349000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115005184?plId=1829752&amp;plt=4,Vacant Land,Ocean View,,,,198.0,,-33.91222275,18.389076794442737
860000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115068392,2 Bedroom Apartment,Costa Da Gama,2.0,1.0,1.0,,45.0,,
975000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115042093,1 Bedroom Apartment,Zonnebloem,1.0,1.0,,,54.0,-33.932546,18.435048
1250000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114839412,2 Bedroom Apartment,Zonnebloem,2.0,2.0,1.0,,71.0,-33.932546,18.435048
1150000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/113435037,2 Bedroom Apartment,Pinelands,2.0,1.0,1.0,,63.0,-33.9316667,18.5127778
1150000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115148594,3 Bedroom House,Belhar,3.0,2.0,1.0,281.0,,-33.9447222,18.6258333
1395000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/115085422?plId=1822303&amp;plt=4,5 Bedroom House,Steenberg,5.0,2.0,4.0,293.0,,-34.0747222,18.4708333
1250000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115183658,2 Bedroom Apartment,Zonnebloem,2.0,2.0,1.0,,71.0,-33.932546,18.435048
1495000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115136375,1 Bedroom Apartment,Wynberg Upper,1.0,1.0,,,73.0,,
1500000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115223895,House,Maitland,,,,743.0,,-33.9225,18.4930556
495000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115212684,1 Bedroom Apartment,Maitland,1.0,1.0,1.0,,33.0,-33.9225,18.4930556
1495000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/115113432,1 Bedroom Apartment,Kenilworth,1.0,1.0,1.0,,50.0,-33.9941667,18.4683333
999000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115167863,2 Bedroom Apartment,Ottery,2.0,1.0,1.0,,45.0,-34.0131526,18.5091531
1500000,https://www.property24.com/for-sale/tokai/cape-town/western-cape/9044/115172801,2 Bedroom House,Tokai,2.0,1.0,1.0,,59.0,-34.0608333,18.4416667
1295000,https://www.property24.com/for-sale/ndabeni/cape-town/western-cape/8014/115197458,3 Bedroom House,Ndabeni,3.0,2.0,2.0,219.0,,-33.928485,18.4916241
1450000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115100987,2 Bedroom Townhouse,Muizenberg,2.0,1.5,2.0,120.0,,-34.0978389,18.484570761750607
1070000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115101771,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,43.0,-33.9305556,18.4472222
1090000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115186764,0.5 Bedroom Apartment,Observatory,0.5,1.0,1.0,,38.0,-33.9369444,18.4683333
960000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115028425,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,43.0,-33.9305556,18.4472222
1265000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115101756,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,62.0,-33.9305556,18.4472222
1250000,https://www.property24.com/for-sale/surrey-estate/cape-town/western-cape/8762/115208034,3 Bedroom House,Surrey Estate,3.0,2.0,2.0,205.0,,-33.9763889,18.5458333
960000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115101506,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,43.0,-33.9305556,18.4472222
1265000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115101627,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,132.0,-33.9305556,18.4472222
650000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115099899,1 Bedroom House,Bonteheuwel,1.0,1.0,4.0,316.0,,-33.94607325,18.503532200000002
875000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115021922,0.5 Bedroom Apartment,Claremont,0.5,1.0,1.0,,28.0,-33.9847222,18.4625
1125000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115101822,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,43.0,-33.9305556,18.4472222
800000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/115016564,1 Bedroom Apartment,Pinelands,1.0,1.0,1.0,,36.0,-33.9316667,18.5127778
884900,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115213833,1 Bedroom Apartment,Zonnebloem,1.0,1.0,1.0,,41.0,-33.932546,18.435048
1450000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/115090825,0.5 Bedroom Apartment,Rondebosch,0.5,1.0,1.0,,41.0,-33.9680556,18.4877778
1350000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/113258148,1 Bedroom Apartment,Salt River,1.0,1.0,1.0,,61.0,-33.9317008,18.4610056
770000,https://www.property24.com/for-sale/erica-township/cape-town/western-cape/16397/115180372,2 Bedroom Apartment,Erica Township,2.0,1.0,,,,,
1250000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115218636,1 Bedroom Apartment,Cape Town City Centre,1.0,1.0,1.0,,43.0,-33.9224221,18.4263523
1299000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115102467,2 Bedroom Apartment,Muizenberg,2.0,1.0,2.0,,68.0,-34.0978389,18.484570761750607
1395000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115088917,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,43.0,-33.9305556,18.4472222
920000,https://www.property24.com/for-sale/vanguard/cape-town/western-cape/8766/115205648,2 Bedroom Apartment,Vanguard,2.0,1.0,1.0,,4.0,-33.88740337144818,18.531563136083154
1280000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115216214,3 Bedroom Apartment,Athlone,3.0,2.0,2.0,,92.0,-33.9666667,18.505
1130000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115203167,Apartment,Woodstock,,,,,1.0,-33.9305556,18.4472222
1494995,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115204158,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,42.0,-33.9305556,18.4472222
1450000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/115217786,1 Bedroom Apartment,Rosebank,1.0,1.0,1.0,,42.0,-33.9519444,18.4738889
1130000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115196353,Apartment,Woodstock,,,,,1.0,-33.9305556,18.4472222
1400000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115104760,2 Bedroom Apartment,Claremont,2.0,1.0,1.0,,53.0,-33.9847222,18.4625
1395000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115165637,2 Bedroom Apartment,Plumstead,2.0,1.0,1.0,,78.0,-34.02,18.4772222
1450000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/115218578,2 Bedroom Townhouse,Heathfield,2.0,1.0,2.0,77.0,,-33.91628664381761,18.39188083261887
660000,https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115084372,2 Bedroom Apartment,Belhar,2.0,1.0,2.0,,38.0,-33.9447222,18.6258333
1500000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115224456,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1.0,,,28.0,-33.9224221,18.4263523
1350000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115069408,1 Bedroom Apartment,Zonnebloem,1.0,1.0,1.0,,50.0,-33.932546,18.435048
1295000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115208170,0.5 Bedroom Apartment,Woodstock,0.5,1.0,,,,-33.9305556,18.4472222
360000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/115163958,2 Bedroom House,Greenville Garden City,2.0,1.0,1.0,112.0,,,
1500000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/115111033,2 Bedroom Townhouse,Diep River,2.0,2.0,1.0,64.0,,-33.861557773046115,18.49735483867311
950000,https://www.property24.com/for-sale/turf-hall-estate/cape-town/western-cape/16455/115207319,2 Bedroom Apartment,Turf Hall Estate,2.0,1.0,1.0,,53.0,-33.9891407,18.51204335
1500000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115207625,3 Bedroom Apartment,Muizenberg,3.0,2.0,1.0,,88.0,-34.0978389,18.484570761750607
700000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114870557,2 Bedroom Apartment,Belhar,2.0,1.0,,,38.0,-33.9447222,18.6258333
1350000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115186306,2 Bedroom House,Wynberg,2.0,1.0,4.0,198.0,,-34.0036249,18.4672507
1450000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115197302,1 Bedroom Apartment,Claremont,1.0,1.0,1.0,,43.0,-33.9847222,18.4625
650000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115197831,2 Bedroom Apartment,Belhar,2.0,1.0,1.0,,38.0,-33.9447222,18.6258333
700000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115111408,2 Bedroom Apartment,Belhar,2.0,1.0,,,38.0,-33.9447222,18.6258333
1195000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/115071769,1 Bedroom Apartment,Rondebosch,1.0,1.0,1.0,,34.0,-33.9680556,18.4877778
1395000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115089461,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,43.0,-33.9305556,18.4472222
1200000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115084385,Apartment,Woodstock,,,,,,-33.9305556,18.4472222
1300000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115225097,4 Bedroom House,Pelican Park,4.0,2.0,5.0,396.0,,-34.0546062,18.5284575
750000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115189819,2 Bedroom Apartment,Belhar,2.0,1.0,1.0,,38.0,-33.9447222,18.6258333
1000000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115200405,1 Bedroom Apartment,Observatory,1.0,1.0,1.0,,56.0,-33.9369444,18.4683333
1500000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115224138,1 Bedroom Apartment,Zonnebloem,1.0,1.0,,,42.0,-33.932546,18.435048
999000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115019070?plId=1834752&amp;plt=4,1 Bedroom Apartment,Salt River,1.0,1.0,1.0,,56.0,-33.9317008,18.4610056
1350000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/115221196,2 Bedroom Apartment,Diep River,2.0,1.0,1.0,,70.0,-33.861557773046115,18.49735483867311
850000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/115215799,2 Bedroom House,Guguletu,2.0,1.0,1.0,288.0,,-33.9822222,18.5683333
970000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/114539512,2 Bedroom Apartment,Ottery,2.0,2.0,1.0,,45.0,-34.0131526,18.5091531
780000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115214124,2 Bedroom Apartment,Maitland,2.0,1.0,,,74.0,-33.9225,18.4930556
995000,https://www.property24.com/for-sale/gardens/cape-town/western-cape/9145/115224201,0.5 Bedroom Apartment,Gardens,0.5,1.0,,,17.0,-33.9327778,18.4097222
1450000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115223216,2 Bedroom Apartment,Plumstead,2.0,1.0,1.0,,50.0,-34.02,18.4772222
1450000,https://www.property24.com/for-sale/fairways/cape-town/western-cape/10068/115161039,2 Bedroom House,Fairways,2.0,1.0,5.0,200.0,,-34.02141615,18.493596908120757
1450000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115012187,2 Bedroom Apartment,Plumstead,2.0,1.0,2.0,,80.0,-34.02,18.4772222
750000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115047951,3 Bedroom House,Ocean View,3.0,1.0,2.0,150.0,,-33.91222275,18.389076794442737
1350000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115053895,1 Bedroom Apartment,Plumstead,1.0,1.0,1.0,,51.0,-34.02,18.4772222
1495000,https://www.property24.com/for-sale/lakeside/cape-town/western-cape/10174/115168124,1 Bedroom Apartment,Lakeside,1.0,1.0,1.0,,53.0,-34.0872222,18.4569444
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115167829,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,24.0,-33.9305556,18.4472222
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115167756,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,24.0,-33.9305556,18.4472222
1499000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115172029,4 Bedroom House,Retreat,4.0,2.0,3.0,404.0,,-34.0541667,18.4763889
510000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115114879,1 Bedroom Apartment,Wynberg,1.0,1.0,1.0,,45.0,-34.0036249,18.4672507
800000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115171570,2 Bedroom Apartment,Maitland,2.0,1.0,1.0,,54.0,-33.9225,18.4930556
920000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115168755,2 Bedroom House,Ottery,2.0,1.0,1.0,72.0,,-34.0131526,18.5091531
900000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114955764,1 Bedroom Apartment,Muizenberg,1.0,1.0,1.0,,46.0,-34.0978389,18.484570761750607
770000,https://www.property24.com/for-sale/erica-township/cape-town/western-cape/16397/115180420,2 Bedroom Apartment,Erica Township,2.0,1.0,,,,,
850000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115178166,2 Bedroom House,Retreat,2.0,1.0,5.0,305.0,,-34.0541667,18.4763889
1150000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/109888893,0.5 Bedroom Apartment,Claremont Upper,0.5,1.0,1.0,,36.0,,
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114900903,0.5 Bedroom Apartment,Woodstock,0.5,1.0,1.0,,24.0,-33.9305556,18.4472222
899000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115174112,2 Bedroom Apartment,Maitland,2.0,1.0,1.0,,71.0,-33.9225,18.4930556
1325000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115207286,2 Bedroom House,Belhar,2.0,1.5,2.0,143.0,,-33.9447222,18.6258333
1625000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115150810,"l>
",Gardens,0.5,1.0,,,17.0,-33.9327778,18.4097222
1450000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115223216,2 Bedroom Apartment,Plumstead,2.0,1.0,1.0,,50.0,-34.02,18.4772222
1450000,https://www.property24.com/for-sale/fairways/cape-town/western-cape/10068/115161039,2 Bedroom House,Fairways,2.0,1.0,5.0,200.0,,-34.02141615,18.493596908120757
1450000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115012187,2 Bedroom Apartment,Plumstead,2.0,1.0,2.0,,80.0,-34.02,18.4772222
750000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115047951,3 Bedroom House,Ocean View,3.0,1.0,2.0,150.0,,-33.91222275,18.389076794442737
1150000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115167466,1 Bedroom Apartment,Costa Da Gama,1.0,1.0,1.0,,61.0,,
1150000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115166684,2 Bedroom Apartment,Salt River,2.0,1.0,,,73.0,-33.9317008,18.4610056
1150000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115177265,2 Bedroom Apartment,Mowbray,2.0,1.0,1.0,,63.0,-33.9483333,18.4741667
815000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115180012,0.5 Bedroom Apartment,Zonnebloem,0.5,1.0,1.0,,32.0,-33.932546,18.435048
820000,https://www.property24.com/for-sale/manenberg/cape-town/western-cape/8718/115199213,3 Bedroom House,Manenberg,3.0,1.0,2.0,260.0,,-33.9897222,18.5544444
1400000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115200693,3 Bedroom House,Bridgetown,3.0,2.0,2.0,218.0,,-33.9563889,18.5305556
999000,https://www.property24.com/for-sale/capricorn/cape-town/western-cape/12788/115073886,2 Bedroom Apartment,Capricorn,2.0,1.0,1.0,,56.0,-33.87466572918849,18.507925701408627
1100000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115224428,2 Bedroom Apartment,Wynberg,2.0,2.0,1.0,,88.0,-34.0036249,18.4672507
880000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115191517,1 Bedroom Apartment,Muizenberg,1.0,1.0,1.0,,46.0,-34.0978389,18.484570761750607
1495000,https://www.property24.com/for-sale/kenilworth-upper/cape-town/western-cape/14224/115167140,2 Bedroom Apartment,Kenilworth Upper,2.0,1.0,,,78.0,,
1500000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115065948,2 Bedroom Apartment,Zonnebloem,2.0,1.0,1.0,,75.0,-33.932546,18.435048
945000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115165229,3 Bedroom Apartment,Retreat,3.0,2.0,1.0,,71.0,-34.0541667,18.4763889
1440000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115093090,2 Bedroom Apartment,Thornton,2.0,1.0,1.0,,57.0,-33.9189157,18.5318232
620000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115218916,House,Lotus River,,1.0,,592.0,,-34.0430556,18.5213889
1180000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115211456,4 Bedroom House,Pelican Park,4.0,1.0,3.0,250.0,,-34.0546062,18.5284575
1495000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115217907,1 Bedroom Apartment,Woodstock,1.0,1.0,1.0,,44.0,-33.9305556,18.4472222
1250000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115112338,2 Bedroom Apartment,Zonnebloem,2.0,2.0,1.0,,50.0,-33.932546,18.435048
1450000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/115166970,2 Bedroom Apartment,Ottery East,2.0,2.0,,,51.0,-34.0092723,18.4839438
1100000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115198517,Commercial Property,Retreat,,,,,347.0,-34.0541667,18.4763889
1500000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115081767,2 Bedroom Apartment,Zonnebloem,2.0,1.0,1.0,,75.0,-33.932546,18.435048
