Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size
1345000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115069569,1 Bedroom Apartment,Cape Town City Centre,1,1,,,43
1100000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115046675,2 Bedroom Apartment,Costa Da Gama,2,1,1,,54
1095000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/115107254,2 Bedroom Apartment,Pinelands,2,1,1,,60
1150000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/115181724,1 Bedroom Apartment,Mouille Point,1,1,1,,
1195000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115162205,Commercial Property,Cape Town City Centre,,,,,30
999500,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115143098,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,1,,29
795000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/115101792,2 Bedroom Townhouse,Heideveld,2,1,2,,67
1150000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115121524,2 Bedroom House,Pelican Park,2,1,4,234,
1195000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115087826,1 Bedroom Apartment,Woodstock,1,1,1,,54
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115103187,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,36
1499000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115012313,6 Bedroom House,Pelican Park,6,3,3,,
650000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115153811,2 Bedroom House,Lotus River,2,1,,,
890000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114849373,1 Bedroom Apartment,Pinelands,1,1,1,,31
1500000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115072146,3 Bedroom Apartment,Lansdowne,3,2,2,,135
675000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115223351,2 Bedroom House,Bonteheuwel,2,1,,199,
1150000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115033037,2 Bedroom Apartment,Claremont,2,1,1,,74
990000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115158951,1 Bedroom Apartment,Thornton,1,1,1,,
1295000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114845734,Apartment,Salt River,,1,1,,54
370000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114988196,2 Bedroom Townhouse,Athlone,2,1,1,,
920000,https://www.property24.com/for-sale/turf-hall-estate/cape-town/western-cape/16455/114881624,2 Bedroom Apartment,Turf Hall Estate,2,1,1,,48
1500000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114929226,3 Bedroom Apartment,Lansdowne,3,2,2,,135
1150000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115184373,House,Belhar,,,,281,
800000,https://www.property24.com/for-sale/browns-farm/cape-town/western-cape/16526/114945864,3 Bedroom House,Browns Farm,3,3,3,150,
799000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115223354,2 Bedroom House,Belhar,2,1,2,200,
1450000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114941593,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,40
1200000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115191283,6 Bedroom House,Belhar,6,4,2,270,
990000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114982732,1 Bedroom Apartment,Kenilworth,1,1,1,,64
1148000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115042230,2 Bedroom Apartment,Mowbray,2,1,,,80
990000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/115195969,1 Bedroom Apartment,Kenilworth,1,1,1,,64
1445000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115069798,Apartment,Cape Town City Centre,,1,1,,43
1395000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115221556,2 Bedroom Apartment,Plumstead,2,1,,,79
1499000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114701831,2 Bedroom Townhouse,Muizenberg,2,1,2,171,
1050000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115076083,2 Bedroom House,Belhar,2,1,1,312,
950000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115018123,0.5 Bedroom Apartment,Observatory,0.5,1,1,,31
1195000,https://www.property24.com/for-sale/manenberg/cape-town/western-cape/8718/114932054,3 Bedroom House,Manenberg,3,1,5,780,
1500000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115101088,2 Bedroom House,Wynberg,2,2,2,,
380000,https://www.property24.com/for-sale/fisantekraal/cape-town/western-cape/9529/115206286,1 Bedroom House,Fisantekraal,1,1,1,200,
1099000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115126158,1 Bedroom Apartment,Wynberg Upper,1,1,,54,
995000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/114932805,2 Bedroom Apartment,Southfield,2,1,1,,58
895000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115024981,2 Bedroom Apartment,Lansdowne,2,1,1,,45
1290000,https://www.property24.com/for-sale/marina-da-gama/cape-town/western-cape/10213/114755946,1 Bedroom Apartment,Marina Da Gama,1,1,1,,50
1300000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115146137,1 Bedroom House,Cape Town City Centre,1,1,,,
300000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114997526,2 Bedroom House,Greenville Garden City,2,1,1,91,
820000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115010207,2 Bedroom Apartment,Belhar,2,1,1,,55
920000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/115116146,3 Bedroom House,Guguletu,3,2,1,157,
845000,https://www.property24.com/for-sale/vanguard/cape-town/western-cape/8766/115012246,2 Bedroom Apartment,Vanguard,2,1,,,44
899000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115075452,1 Bedroom Apartment,Wynberg Upper,1,1,1,,49
865000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115225244,Vacant Land,Lotus River,,,,512,
1500000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115104306,5 Bedroom House,Belhar,5,2,1,425,
895000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115006188,1 Bedroom Apartment,Zonnebloem,1,1,1,,41
995000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114942958,Apartment,Woodstock,,1,1,,47
1380000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115103975,3 Bedroom Apartment,Muizenberg,3,2,2,79,
1090000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115054995,Apartment,Observatory,,1,1,,31
1100000,https://www.property24.com/for-sale/nooitgedacht/cape-town/western-cape/8123/114871808,4 Bedroom House,Nooitgedacht,4,2,6,398,
825000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114941115,Apartment,Mowbray,,1,1,,34
1390000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/114999676,Apartment,Diep River,,,,,88
399999,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114901037,Vacant Land,Bonteheuwel,,,,296,
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114167818?plId=1828796&amp;plt=4,2 Bedroom Apartment,Woodstock,2,1,,,37
1300000,https://www.property24.com/for-sale/parktown/cape-town/western-cape/8756/115185266,3 Bedroom House,Parktown,3,2,1,,
1050000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114999881,1 Bedroom Apartment,Rosebank,1,1,1,,30
1250000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115077773,2 Bedroom Apartment,Wynberg,2,1,,,58
930000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/115136464,2 Bedroom Apartment,Ottery East,2,2,1,,45
1500000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115053856,1 Bedroom Apartment,Woodstock,1,1,,,42
380000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115103269,1 Bedroom Apartment,Wynberg,1,1,1,,34
399000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115006241,1 Bedroom Apartment,Wynberg,1,1,1,,30
1250000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114999351,2 Bedroom House,Wynberg,2,1.5,2,119,
1150000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115047895,4 Bedroom House,Pelican Park,4,2,1,200,
1495000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/114964648,3 Bedroom House,Steenberg,3,1,10,545,
1199000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115071904,3 Bedroom House,Pelican Park,3,1,3,240,
1499000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115212378,6 Bedroom House,Pelican Park,6,3,1,300,
640000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115046787,3 Bedroom Townhouse,Kensington,3,1,1,102,
1295000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114995703,2 Bedroom Apartment,Salt River,2,2,1,,72
1299000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114901024,2 Bedroom Townhouse,Wynberg,2,1.5,2,119,
550000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115072033?plId=1834316&amp;plt=4,2 Bedroom House,Pelican Park,2,1,,,
1090000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114823236,2 Bedroom Apartment,Pinelands,2,1,1,,56
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114994267,1 Bedroom Apartment,Cape Town City Centre,1,1,,,42
900000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114993114,2 Bedroom Apartment,Belhar,2,1,1,,50
1195000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115041669,3 Bedroom House,Salt River,3,1,,138,
1150000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114812701,2 Bedroom Apartment,Lansdowne,2,1,1,,70
490000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114875077,1 Bedroom Apartment,Wynberg,1,1,1,,36
1290000,https://www.property24.com/for-sale/montana/cape-town/western-cape/8165/115107408,2 Bedroom House,Montana,2,1,5,648,
1050000,https://www.property24.com/for-sale/knole-park/cape-town/western-cape/16285/115184093,2 Bedroom Apartment,Knole Park,2,1,,,
879999,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115129886,2 Bedroom Apartment,Costa Da Gama,2,1,1,45,
1299000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114999309,2 Bedroom Townhouse,Wynberg,2,1.5,2,119,
1395000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114790007,1 Bedroom Apartment,Kenilworth,1,1,1,,40
1450000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115126400,4 Bedroom House,Pelican Park,4,2,1,250,
1450000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114859258,3 Bedroom House,Grassy Park,3,2,2,150,
1049000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114868460,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,39
370000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/115211796,2 Bedroom House,Guguletu,2,1,1,,
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114894745,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,52
1125000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114997741,1 Bedroom Apartment,Rondebosch,1,1,1,,39
1299000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114664756?plId=1847451&amp;plt=4,3 Bedroom House,Kensington,3,2,1,233,
1450000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114992443,2 Bedroom Apartment,Zonnebloem,2,2,1,,80
950000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/115016601,1 Bedroom Apartment,Southfield,1,1,1,,51
1400000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/115011653,1 Bedroom Apartment,Rondebosch,1,1,1,,38
1049000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115106403,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,39
995000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114987193,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,41
1350000,https://www.property24.com/for-sale/schaapkraal/cape-town/western-cape/12527/115042538,4 Bedroom House,Schaapkraal,4,2,7,367,
1399000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114781416,4 Bedroom House,Belhar,4,2,4,275,
1500000,https://www.property24.com/for-sale/belgravia/cape-town/western-cape/8736/115083921,3 Bedroom House,Belgravia,3,2,3,200,
1499000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115162952,6 Bedroom House,Belhar,6,2,,,
599999,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115080966,1 Bedroom Apartment,Maitland,1,1,1,36,
1400000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115207717,3 Bedroom House,Athlone,3,2,1,,
1250000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/114831613,2 Bedroom Apartment,Diep River,2,1,1,,81
1395000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115011555,1 Bedroom Apartment,Woodstock,1,1,1,,43
1330000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115013137,0.5 Bedroom Apartment,Woodstock,0.5,1,,,24
1495000,https://www.property24.com/for-sale/marina-da-gama/cape-town/western-cape/10213/114981277,2 Bedroom Apartment,Marina Da Gama,2,1,1,,63
1500000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114994861,3 Bedroom Apartment,Muizenberg,3,2,,,79
1200000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/115012028,1 Bedroom Apartment,Rosebank,1,1,1,,64
470000,https://www.property24.com/for-sale/valhalla-park/cape-town/western-cape/8127/115092314,1 Bedroom House,Valhalla Park,1,1,1,120,
950000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115106047,2 Bedroom Townhouse,Woodstock,2,1,1,46,
1395000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/114913411,3 Bedroom House,Bridgetown,3,2,3,222,
999000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115034780,Vacant Land,Retreat,,,,569,
900000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/115078209,2 Bedroom House,Langa,2,2,3,188,
670000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115185829,1 Bedroom House,Athlone,1,1,,222,
739000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115081635,2 Bedroom Apartment,Maitland,2,1,1,53,
799000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115031432,2 Bedroom Apartment,Wynberg,2,1,1,,57
1250000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/114607491,1 Bedroom Apartment,Claremont,1,1,1,,53
900000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/115187531,2 Bedroom House,Langa,2,2,3,188,
950000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115055172,3 Bedroom Apartment,Lansdowne,3,1,1,,54
1350000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114793595,2 Bedroom Apartment,Muizenberg,2,1,1,,62
1050000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115001202,2 Bedroom Apartment,Athlone,2,1,1,,60
530000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115053080,2 Bedroom House,Pelican Park,2,1,,81,
899000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/112403469,4 Bedroom House,Philippi,4,2,5,261,
660000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114973606,2 Bedroom Apartment,Belhar,2,1,2,,38
1199000,https://www.property24.com/for-sale/surrey-estate/cape-town/western-cape/8762/114972361,3 Bedroom Apartment,Surrey Estate,3,2,1,,94
1085000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114999623,1 Bedroom Apartment,Woodstock,1,1,1,,51
1495000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/113855851,2 Bedroom House,Wynberg,2,1,,164,
1499000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115020385,4 Bedroom House,Bridgetown,4,2,1,274,
1476000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114971542,Industrial Property,Maitland,,,,,
1150000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115095412,2 Bedroom House,Pelican Park,2,1,6,385,
850000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114800844,0.5 Bedroom Apartment,Zonnebloem,0.5,1,1,,33
1150000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114987337,2 Bedroom Townhouse,Grassy Park,2,1,2,47,
750000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/113708702,Vacant Land,Pelican Park,,,,830,
790000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114883917,2 Bedroom House,Pelican Park,2,1,4,100,
995000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/115045246,1 Bedroom Apartment,Rosebank,1,1,1,,55
1250000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114969826,2 Bedroom Apartment,Wynberg,2,1,1,,58
945000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115001214,0.5 Bedroom Apartment,Observatory,0.5,1,1,,37
630000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114998227,2 Bedroom Apartment,Belhar,2,1,1,,38
1299000,https://www.property24.com/for-sale/montana/cape-town/western-cape/8165/115152508,3 Bedroom House,Montana,3,2,4,,
425000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115114784,Apartment,Kensington,,,1,,
899000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114794630,2 Bedroom Apartment,Maitland,2,1,1,,71
1195000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115007634,2 Bedroom House,Retreat,2,1,2,,152
1150000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115139832,2 Bedroom Townhouse,Grassy Park,2,1,2,47,
750000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115133033,2 Bedroom Apartment,Maitland,2,1,1,,
1450000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114744681,2 Bedroom House,Observatory,2,1,1,112,
1050000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115018182,2 Bedroom Apartment,Lansdowne,2,1,1,,70
1249500,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115037465,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,25
530000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115181230,0.5 Bedroom Apartment,Maitland,0.5,1,1,,
1450000,https://www.property24.com/for-sale/belgravia/cape-town/western-cape/8736/115104715,3 Bedroom House,Belgravia,3,1,6,496,
1195000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114965217,2 Bedroom Apartment,Zonnebloem,2,1,1,,62
1350000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115000801,2 Bedroom Apartment,Wynberg,2,1,1,,82
545000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114940544,2 Bedroom House,Pelican Park,2,1,1,55,
899000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115074620,0.5 Bedroom Apartment,Wynberg Upper,0.5,1,1,,34
630000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115010210,2 Bedroom Apartment,Belhar,2,1,1,,38
1150000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114844351,2 Bedroom Townhouse,Grassy Park,2,1,2,,46
1300000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115089625,1 Bedroom Apartment,Woodstock,1,1,2,,35
1100000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114963697,2 Bedroom Apartment,Pinelands,2,1,1,,55
1195000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114993744,2 Bedroom Apartment,Zonnebloem,2,1,1,,62
385000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114882433,5 Bedroom House,Philippi,5,1,,124,
1350000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114883993,6 Bedroom House,Pelican Park,6,3,1,200,
1250000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115022251,1 Bedroom Apartment,Woodstock,1,1,1,,51
950000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114964655,1 Bedroom Apartment,Zonnebloem,1,1,,,54
799000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/114691280?plId=1829530&amp;plt=4,2 Bedroom Apartment,Heideveld,2,1,1,,
760000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114914337,2 Bedroom Apartment,Maitland,2,1,1,,53
1190000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114959309,3 Bedroom House,Belhar,3,1,2,170,
950000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/115057843,2 Bedroom House,Steenberg,2,1,4,273,
1350000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/114948110,1 Bedroom Apartment,Wynberg Upper,1,1,2,,61
950000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/114982986,2 Bedroom House,Steenberg,2,1,4,273,
1100000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114953936,2 Bedroom Apartment,Mowbray,2,1,1,,64
985000,https://www.property24.com/for-sale/factreton/cape-town/western-cape/8006/115024265,House,Factreton,,,,160,
270000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114944559,2 Bedroom House,Greenville Garden City,2,1,1,104,
849000,https://www.property24.com/for-sale/newfields/cape-town/western-cape/8727/114998525,2 Bedroom House,Newfields,2,1,7,115,
1430000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115005399,3 Bedroom House,Belhar,3,1.5,3,734,
1395000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114547712,1 Bedroom Apartment,Rondebosch,1,1,,,68
499000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115046400,2 Bedroom Apartment,Grassy Park,2,1,1,,
680000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115071736,2 Bedroom Apartment,Belhar,2,1,,38,
550000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114947045,2 Bedroom Apartment,Wynberg,2,1,1,,65
799000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/114952914,3 Bedroom House,Bishop Lavis,3,1,4,282,
1349000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115087682,2 Bedroom House,Wynberg,2,1.5,3,140,
1400000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114643028,Vacant Land,Lansdowne,,,,251,
1250000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/114584574,2 Bedroom Apartment,Costa Da Gama,2,1,1,,62
1290000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115063550,2 Bedroom Apartment,Zonnebloem,2,2,1,,54
850000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115016151,2 Bedroom House,Kensington,2,1,1,478,
1449000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114946005,3 Bedroom House,Grassy Park,3,1,6,318,
1050000,https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115046898,1 Bedroom Apartment,Sea Point,1,1,,,30
1395000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114601005,2 Bedroom House,Wynberg,2,1,3,196,
400000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114906462,1 Bedroom Apartment,Wynberg,1,1,1,,
680000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114939699,2 Bedroom Apartment,Belhar,2,1,1,,38
1139000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114983803,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,1,,52
330000,https://www.property24.com/for-sale/nyanga/cape-town/western-cape/9132/115177477,2 Bedroom House,Nyanga,2,1,,,
1279000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115020014,2 Bedroom House,Kensington,2,2,,246,
1395000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114940861,1 Bedroom Apartment,Woodstock,1,1,1,,41
795000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/114886892,2 Bedroom House,Steenberg,2,1,2,190,
740000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114957991,2 Bedroom Apartment,Grassy Park,2,1,2,,49
1299000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/114837047,2 Bedroom Apartment,Heathfield,2,1,1,,73
680000,https://www.property24.com/for-sale/valhalla-park/cape-town/western-cape/8127/115031781,3 Bedroom House,Valhalla Park,3,1,,126,
795000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115019549,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,23
1500000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115097018,2 Bedroom House,Woodstock,2,1,2,,
995000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114718237,0.5 Bedroom Apartment,Plumstead,0.5,1,1,,43
545000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114875265,1 Bedroom Apartment,Wynberg,1,1,1,,45
1500000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115053859,2 Bedroom House,Woodstock,2,1,2,,
1100000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114945851,2 Bedroom Apartment,Thornton,2,1,1,,60
1250000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114282263?plId=1819498&amp;plt=4,0.5 Bedroom Apartment,Observatory,0.5,1,1,,62
494000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114875547,1 Bedroom Apartment,Wynberg,1,1,1,,35
1480000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115112966,2 Bedroom Apartment,Zonnebloem,2,1,,,
800000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/114934619,1 Bedroom Apartment,Claremont,1,1,1,,19
1395000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114741770,1 Bedroom Apartment,Salt River,1,1,1,,57
1495000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114971499,0.5 Bedroom Apartment,Plumstead,0.5,1,1,,48
