Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size
1150000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114272610,0.5 Bedroom Apartment,Salt River,0.5,1,1,,43
1495000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/114952613,3 Bedroom Apartment,Heathfield,3,1,1,,
830000,https://www.property24.com/for-sale/seawinds/cape-town/western-cape/10180/115062893,3 Bedroom House,Seawinds,3,1,1,,
830000,https://www.property24.com/for-sale/seawinds/cape-town/western-cape/10180/114567512,3 Bedroom House,Seawinds,3,1,1,,
870000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/113139989,1 Bedroom Apartment,Observatory,1,1,1,,
750000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114751989,0.5 Bedroom Apartment,Pinelands,0.5,1,1,,
850000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114519096,Vacant Land,Muizenberg,,,,154,
550000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114625327,2 Bedroom House,Belhar,2,1,,162,
1499000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/114042709,2 Bedroom Apartment,Wynberg Upper,2,1,1,,57
1399000,https://www.property24.com/for-sale/matroosfontein/cape-town/western-cape/8154/114042505,4 Bedroom House,Matroosfontein,4,1,8,405,
550000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114564639,3 Bedroom House,Philippi,3,1,3,,
800000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114360296,2 Bedroom Apartment,Kensington,2,1,1,,57
1250000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114354227,2 Bedroom House,Athlone,2,1,2,224,
699900,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114069026,2 Bedroom Apartment,Belhar,2,1,2,,38
1490000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/113613468,1 Bedroom Apartment,Salt River,1,1,1,,70
995000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/114574727,2 Bedroom Apartment,Ottery,2,1,1,,54
1250000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114453945,1 Bedroom Apartment,Observatory,1,1,1,,57
1250000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114453909,1 Bedroom Townhouse,Observatory,1,1,1,,58
1490000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114068569,2 Bedroom House,Plumstead,2,1,1,127,
1400000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114067161,2 Bedroom Apartment,Zonnebloem,2,1,1,,61
1199999,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114445624,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,28
1090000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114182468,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,26
1100000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114516889,1 Bedroom Apartment,Plumstead,1,1,1,42,
1395000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114529807,1 Bedroom Apartment,Zonnebloem,1,1,1,,46
420000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114664468,1 Bedroom Apartment,Wynberg,1,1,1,,32
680000,https://www.property24.com/for-sale/llandudno/cape-town/western-cape/9118/114313500,2 Bedroom Apartment,Belhar,2,1,1,,
680000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114935592,2 Bedroom Apartment,Belhar,2,1,1,,
1499500,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114396231,1 Bedroom Apartment,Salt River,1,1,1,,62
495000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114730460,1 Bedroom Apartment,Maitland,1,1,1,30,
995000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114140764,2 Bedroom Apartment,Wynberg,2,2,1,,82
1299000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114137308,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,32
1300000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114350674,1 Bedroom Apartment,Observatory,1,1,1,,41
1490000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/104676635,1 Bedroom Apartment,Cape Town City Centre,1,1,,,45
1499999,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114590130,1 Bedroom Apartment,Woodstock,1,1,1,,42
950000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/112280594,3 Bedroom House,Ocean View,3,1,6,596,
995000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/113948802,1 Bedroom Apartment,Mowbray,1,1,1,,55
1350000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114301712,1 Bedroom Apartment,Observatory,1,1,1,,41
449000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/113918434,Vacant Land,Bonteheuwel,,,,313,
750000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114600987,2 Bedroom House,Pelican Park,2,1,,88,
1450000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/113903908,Apartment,Cape Town City Centre,,1,,,20
1349000,https://www.property24.com/for-sale/claremont-village/cape-town/western-cape/33567/114294537,2 Bedroom Apartment,Claremont Village,2,1,2,,83
949000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114555225,2 Bedroom Apartment,Muizenberg,2,1,1,56,
950000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115056172,3 Bedroom House,Ocean View,3,1,6,596,
800000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114723666,1 Bedroom Apartment,Pinelands,1,1,3,38,
850000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114280735,3 Bedroom House,Belhar,3,1,4,196,
850000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113928340,2 Bedroom Apartment,Zonnebloem,2,1,,,65
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114071969,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,32
1299000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/113857373,2 Bedroom House,Belhar,2,2,4,352,
1150000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113833588,1 Bedroom Apartment,Zonnebloem,1,1,,,49
1250000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114018351,4 Bedroom House,Maitland,4,1,6,375,
1350000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/113448377,1 Bedroom Apartment,Cape Town City Centre,1,1,,,25
1050000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114107049,1 Bedroom Apartment,Woodstock,1,1,1,,54
795000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/113824574,2 Bedroom House,Ocean View,2,1,2,187,
1135000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/113935346,1 Bedroom Apartment,Cape Town City Centre,1,1,,,24
1350000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/113954931,2 Bedroom Apartment,Muizenberg,2,1,1,,72
995000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114287429,0.5 Bedroom Apartment,Woodstock,0.5,1,,,25
925000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114027034,2 Bedroom Apartment,Athlone,2,1,1,,50
1189000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/115194583,4 Bedroom House,Bishop Lavis,4,2,10,463,
1295000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/112350350,1 Bedroom Apartment,Pinelands,1,1,1,36,
1495000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114099195,2 Bedroom Apartment,Mowbray,2,2,1,,57
499000,https://www.property24.com/for-sale/philippi-east/cape-town/western-cape/16287/114433346,3 Bedroom House,Philippi East,3,1,6,144,
1189000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/113123084,4 Bedroom House,Bishop Lavis,4,2,10,463,
1250000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/113835475,2 Bedroom Apartment,Pinelands,2,1,1,,39
1195000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114668661,2 Bedroom Townhouse,Plumstead,2,1,1,,
1150000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114212272,2 Bedroom Apartment,Plumstead,2,1,,,76
380000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114439225,2 Bedroom House,Greenville Garden City,2,1,,95,
1430000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114108741,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,43
830000,https://www.property24.com/for-sale/philippi-east/cape-town/western-cape/16287/114707269,2 Bedroom House,Philippi East,2,1,3,,237
1200000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/112194636,1 Bedroom Apartment,Observatory,1,1,1,,41
1300000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114425470,Commercial Property,Observatory,,,,67,
640000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114705371,2 Bedroom House,Bonteheuwel,2,1,1,80,
395000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114555935,1 Bedroom Apartment,Wynberg,1,1,1,,
1500000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114056530,1 Bedroom Apartment,Woodstock,1,1,2,,65
620000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/114674165,1 Bedroom Apartment,Wynberg Upper,1,1,1,,
1195000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/113774733,2 Bedroom Townhouse,Thornton,2,1,2,125,
849000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/114567302,2 Bedroom House,Bishop Lavis,2,1,4,,
895000,https://www.property24.com/for-sale/windermere/cape-town/western-cape/8019/113703708,Vacant Land,Windermere,,,,503,
650000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114602602,2 Bedroom House,Pelican Park,2,2,,74,
1100000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/113672296,3 Bedroom Apartment,Wynberg,3,1,2,,77
1399000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/113672273,3 Bedroom Apartment,Wynberg,3,1,2,,67
1350000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114426464,1 Bedroom Apartment,Rondebosch,1,1,1,,
1300000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114515219,2 Bedroom Apartment,Zonnebloem,2,1,1,,60
1075000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114049358,1 Bedroom Apartment,Observatory,1,1,1,,43
950000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/113655834,0.5 Bedroom Apartment,Woodstock,0.5,1,,,25
1350000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114201117,1 Bedroom Apartment,Cape Town City Centre,1,1,,,43
199999,https://www.property24.com/for-sale/lavender-hill/cape-town/western-cape/10211/114907175,Vacant Land,Lavender Hill,,,,245,
1258678,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114203115,1 Bedroom Apartment,Pinelands,1,1,1,,41
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/113610950,2 Bedroom House,Woodstock,2,1,1,58,
1499000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114232070,3 Bedroom House,Athlone,3,1,2,255,
400000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114440904,5 Bedroom House,Philippi,5,2,1,176,
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115105086,1 Bedroom Apartment,Woodstock,1,1,2,,60
1500000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114458873,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,25
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114232219,1 Bedroom Apartment,Woodstock,1,1,2,,60
795000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114273103,1 Bedroom Apartment,Plumstead,1,1,1,,30
1195000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/113942842,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,36
700000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114861725,3 Bedroom House,Bonteheuwel,3,1,2,,
1450000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113605883,2 Bedroom Apartment,Zonnebloem,2,1,1,,65
220000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114947146,2 Bedroom House,Philippi,2,1,,56,
559000,https://www.property24.com/for-sale/manenberg/cape-town/western-cape/8718/111142445,7 Bedroom House,Manenberg,7,2,6,186,
580000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114632595,2 Bedroom House,Belhar,2,1,2,207,
800000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/114052787,0.5 Bedroom Apartment,Claremont Upper,0.5,1,,,36
1260000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/113146364,2 Bedroom Apartment,Costa Da Gama,2,1,2,,62
740000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/113450891,2 Bedroom Apartment,Maitland,2,1,1,,48
1149999,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/113443888,3 Bedroom House,Lotus River,3,1,6,519,
969999,https://www.property24.com/for-sale/browns-farm/cape-town/western-cape/16526/114138301,3 Bedroom House,Browns Farm,3,2,2,260,
1395000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114595217,2 Bedroom House,Salt River,2,2,1,102,
1250000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/114504185,1 Bedroom Apartment,Claremont Upper,1,1,1,,
1499000,https://www.property24.com/for-sale/matroosfontein/cape-town/western-cape/8154/114124105,4 Bedroom House,Matroosfontein,4,4,8,491,
649000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114759968,1 Bedroom Apartment,Maitland,1,1,,,
1295000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/113609736,1 Bedroom Apartment,Claremont,1,1,1,,45
750000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/114313663,Vacant Land,Heathfield,,,,315,
1149999,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/114936545,3 Bedroom House,Lotus River,3,1,6,519,
1050000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/113400380,1 Bedroom Apartment,Observatory,1,1,1,,41
1295000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/112327673,2 Bedroom Apartment,Woodstock,2,1,1,,67
920000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114412953,1 Bedroom Apartment,Muizenberg,1,1,1,43,
699000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/113306034,2 Bedroom Apartment,Maitland,2,1,1,,50
390000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114836549,5 Bedroom House,Philippi,5,2,1,70,
1299000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/110599777,1 Bedroom Apartment,Cape Town City Centre,1,1,,,43
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/113508806,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,45
1095000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/113564503,Apartment,Rosebank,,1,1,,36
550000,https://www.property24.com/for-sale/crossroads/cape-town/western-cape/8741/113014963,2 Bedroom House,Crossroads,2,1,1,122,
1400000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114564138,2 Bedroom Apartment,Rondebosch,2,1,,,80
1450000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/112962430,1 Bedroom Apartment,Wynberg Upper,1,1,2,,62
715000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/113310704,2 Bedroom Apartment,Maitland,2,1,,,41
1395000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/112877797,1 Bedroom Apartment,Salt River,1,1,1,,72
1475000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/113551028,2 Bedroom Apartment,Observatory,2,1,1,,76
1400000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/112594805,1 Bedroom Apartment,Woodstock,1,0.5,1,,42
699000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114942723,2 Bedroom Apartment,Maitland,2,1,1,,50
290000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114463920,6 Bedroom House,Philippi,6,,1,55,
770000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114043651,3 Bedroom House,Pelican Park,3,2,3,80,
1260000,https://www.property24.com/for-sale/hazendal/cape-town/western-cape/8717/114019618,3 Bedroom Townhouse,Hazendal,3,2,2,155,
1250000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/113494896,3 Bedroom House,Maitland,3,1.5,1,137,
950000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/112298672,2 Bedroom Apartment,Wynberg,2,1.5,1,,76
795000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/111656390,2 Bedroom Apartment,Maitland,2,1,,,36
799000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/111951205,2 Bedroom Apartment,Maitland,2,1,1,,48
880000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114097984,Apartment,Zonnebloem,,1,1,,33
1075000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/112552931,2 Bedroom Apartment,Pinelands,2,1,1,,56
860000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/114390942,2 Bedroom Apartment,Costa Da Gama,2,1,,,45
300000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/114874981,Vacant Land,Guguletu,,,,233,
1050000,https://www.property24.com/for-sale/capricorn/cape-town/western-cape/12788/114585483,2 Bedroom Apartment,Capricorn,2,1,1,,
1495000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/113322217,3 Bedroom Townhouse,Athlone,3,2,3,112,
1450000,https://www.property24.com/for-sale/charlesville/cape-town/western-cape/8155/114310986,3 Bedroom House,Charlesville,3,2,6,404,
650000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114429105,1 Bedroom Apartment,Maitland,1,1,2,,44
820000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114062993,3 Bedroom House,Bonteheuwel,3,1,1,238,
1495000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/111646358,1 Bedroom Apartment,Mouille Point,1,1,,,69
895000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/112614649,2 Bedroom Apartment,Ottery,2,1,1,,46
555000,https://www.property24.com/for-sale/crossroads/cape-town/western-cape/8741/113526859,3 Bedroom House,Crossroads,3,1,2,160,
1100000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/113580547,1 Bedroom Apartment,Rosebank,1,1,,,42
1295000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/112127763,1 Bedroom Apartment,Cape Town City Centre,1,1,,,43
1450000,https://www.property24.com/for-sale/wetton/cape-town/western-cape/8812/112689727,4 Bedroom House,Wetton,4,2,4,283,
899000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114671260,3 Bedroom House,Belhar,3,1,2,,
880000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/112263026,2 Bedroom Apartment,Kensington,2,1,1,,49
380000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114594482,2 Bedroom House,Greenville Garden City,2,1,1,,
750000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/114846493,Vacant Land,Lotus River,,,,588,
1150000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/114305787,Apartment,Claremont Upper,,1,1,36,
750000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/113853770,4 Bedroom House,Guguletu,4,2,4,189,
1095000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/112205002,1 Bedroom Apartment,Kenilworth,1,1,1,,50
1250000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/112293523,2 Bedroom Apartment,Maitland,2,1,1,,
1050000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113851388,2 Bedroom Apartment,Zonnebloem,2,1,1,,59
395000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/113970040,1 Bedroom Apartment,Wynberg,1,1,1,,30
1199000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114457429,Apartment,Zonnebloem,,1,1,,
1300000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114208548,2 Bedroom Apartment,Pinelands,2,1,1,,49
1199000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115175104,Apartment,Zonnebloem,,1,1,,
1399000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114159107,1 Bedroom Apartment,Salt River,1,1,1,,49
650000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/113835469,2 Bedroom Apartment,Pelican Park,2,1,1,,60
1399999,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/113651221,3 Bedroom House,Woodstock,3,1,1,142,
980000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/110242846,0.5 Bedroom Apartment,Woodstock,0.5,1,,,24
1422000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114390434,1 Bedroom Apartment,Cape Town City Centre,1,1,,,28
999000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114129776,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,63
1395000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114388884,1 Bedroom Apartment,Zonnebloem,1,1,1,,41
1500000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/113813929,1 Bedroom Apartment,Salt River,1,1,1,,65
799000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114671228,2 Bedroom House,Belhar,2,1,2,,
1200000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/113623742,2 Bedroom Apartment,Ottery,2,1,1,,53
880000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/112917749,2 Bedroom Apartment,Lansdowne,2,1,1,,52
1399000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/112969640,1 Bedroom Apartment,Observatory,1,1,1,,52
799000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/112967029,1 Bedroom Apartment,Salt River,1,1,,,43
980000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/114659639,2 Bedroom House,Bridgetown,2,1,,278,
1250000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/110243311,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,24
1107900,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/110242848,0.5 Bedroom Apartment,Woodstock,0.5,1,,,27
1250000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/112185496,3 Bedroom House,Maitland,3,1,2,137,
1450000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/112183892,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,55
1500000,https://www.property24.com/for-sale/rylands/cape-town/western-cape/8730/111505113,3 Bedroom House,Rylands,3,1,4,,
350000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114518857,2 Bedroom House,Philippi,2,1,2,105,
850000,https://www.property24.com/for-sale/philippi-east/cape-town/western-cape/16287/114844580,14 Bedroom House,Philippi East,14,2,2,150,
790000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114199950,2 Bedroom House,Pelican Park,2,1,,84,
1195000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/113232119,2 Bedroom House,Salt River,2,1,1,118,
449000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114096272,1 Bedroom Apartment,Wynberg,1,1,1,,45
1195000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114091970,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,32
1050000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114411991,1 Bedroom Apartment,Woodstock,1,1,2,38,
610000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/109700795,1 Bedroom Apartment,Maitland,1,1,1,,36
980000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115181788,2 Bedroom House,Bridgetown,2,1,,278,
1375000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/114554756,2 Bedroom Apartment,Ottery,2,2,1,,
535000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114169956,1 Bedroom Apartment,Kensington,1,1,1,,
290000,https://www.property24.com/for-sale/crossroads/cape-town/western-cape/8741/114156245,1 Bedroom House,Crossroads,1,1,,174,
645000,https://www.property24.com/for-sale/nyanga/cape-town/western-cape/9132/113531155,3 Bedroom House,Nyanga,3,1,1,217,
1150000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114079382,1 Bedroom Apartment,Salt River,1,1,,,48
1085000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/113112723,2 Bedroom Townhouse,Woodstock,2,1,1,43,
1195000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/113446953,1 Bedroom Apartment,Woodstock,1,1,1,,43
1095000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/113337492,0.5 Bedroom Apartment,Observatory,0.5,1,1,,38
1100000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113116181,1 Bedroom Apartment,Zonnebloem,1,1,1,,43
595000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114392860,3 Bedroom Apartment,Retreat,3,1,1,,
829000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114740917,1 Bedroom Apartment,Plumstead,1,1,1,,
1190000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/112627042,1 Bedroom Apartment,Rondebosch,1,1,,,39
1395000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/113577247,2 Bedroom Apartment,Plumstead,2,1,1,,50
740000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114562822,2 Bedroom House,Bonteheuwel,2,1,1,,
650000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114675734,House,Bonteheuwel,,,,104,
1450000,https://www.property24.com/for-sale/marina-da-gama/cape-town/western-cape/10213/114873662,Vacant Land,Marina Da Gama,,,,600,
1475000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/113063690,2 Bedroom Apartment,Mowbray,2,2,1,,59
1450000,https://www.property24.com/for-sale/marina-da-gama/cape-town/western-cape/10213/115137307,Vacant Land,Marina Da Gama,,,,600,
1295000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/113380156,0.5 Bedroom Apartment,Rondebosch,0.5,1,1,,46
