Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size,Latitude,Longitude
1495000,https://www.property24.com/for-sale/bo-kaap/cape-town/western-cape/9136/115139810,apartment,Bo Kaap,3.0,1.0,,,93.0,-33.9210939,18.4141003
360000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114940320,apartment,Wynberg,0.5,1.0,1.0,,31.0,-34.0036249,18.4672507
1495000,https://www.property24.com/for-sale/bo-kaap/cape-town/western-cape/9136/115203104,apartment,Bo Kaap,3.0,1.0,,,93.0,-33.9210939,18.4141003
1445000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115088160,apartment,Salt River,1.0,1.0,1.0,,72.0,-33.9317008,18.4610056
670000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115101226,apartment,Grassy Park,2.0,1.0,1.0,,47.0,-34.0451287,18.5032529
895000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115213982,house,Pelican Park,1.0,1.0,3.0,171.0,,-34.0546062,18.5284575
1350000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115088145,house,Grassy Park,5.0,3.0,5.0,450.0,,-34.0451287,18.5032529
1295000,https://www.property24.com/for-sale/claremont-village/cape-town/western-cape/33567/114912119,apartment,Claremont Village,2.0,1.0,1.0,,77.0,-33.98462925,18.471552870858964
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115080795,apartment,Woodstock,1.0,1.0,1.0,,59.0,-33.9305556,18.4472222
960000,https://www.property24.com/for-sale/wetton/cape-town/western-cape/8812/115107525,apartment,Wetton,2.0,1.0,1.0,,,-34.0047222,18.5186111
395000,https://www.property24.com/for-sale/lavender-hill/cape-town/western-cape/10211/115217850,house,Lavender Hill,2.0,1.0,2.0,163.0,,-34.0736111,18.4833333
1095000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/115125857,apartment,Southfield,2.0,1.0,1.0,,52.0,-34.02152212709593,18.46762729761389
1250000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114869892,house,Pelican Park,2.0,1.0,3.0,240.0,,-34.0546062,18.5284575
899000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115157795,apartment,Maitland,2.0,1.0,1.0,,,-33.9225,18.4930556
1500000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115093342,apartment,Observatory,1.0,1.0,1.0,,49.0,-33.9369444,18.4683333
1499000,https://www.property24.com/for-sale/schaapkraal/cape-town/western-cape/12527/114967089,land,Schaapkraal,,,,4.0,,-34.03708666154376,18.54189716481676
1275000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/115018957,apartment,Heathfield,2.0,1.0,1.0,,53.0,-33.91628664381761,18.39188083261887
1100000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115187112,apartment,Zonnebloem,2.0,1.0,,,61.0,-33.932546,18.435048
1300000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115075372,apartment,Cape Town City Centre,0.5,1.0,1.0,,38.0,-33.9224221,18.4263523
350000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/115160711,house,Philippi,2.0,1.0,1.0,120.0,,-34.001892,18.59576684097912
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115226485,apartment,Woodstock,1.0,1.0,1.0,,59.0,-33.9305556,18.4472222
1385000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115090524,apartment,Woodstock,1.0,1.0,1.0,,54.0,-33.9305556,18.4472222
1200000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113108763,apartment,Zonnebloem,1.0,1.0,1.0,,43.0,-33.932546,18.435048
1500000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115224098,house,Maitland,,,,673.0,,-33.9225,18.4930556
1495000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115213674,house,Kensington,4.0,2.0,1.0,271.0,,-33.9144444,18.5069444
1250000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114925095,apartment,Lansdowne,2.0,1.0,1.0,,57.0,-33.9963409,18.5068931
800000,https://www.property24.com/for-sale/newfields/cape-town/western-cape/8727/115109437,house,Newfields,2.0,1.0,7.0,115.0,,-33.9851694,18.5332419
650000,https://www.property24.com/for-sale/montana/cape-town/western-cape/8165/114912758,house,Montana,3.0,2.0,1.0,570.0,,,
950000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115083931,apartment,Plumstead,2.0,1.0,1.0,,72.0,-34.02,18.4772222
1150000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115154269,house,Kensington,3.0,1.0,3.0,,68.0,-33.9144444,18.5069444
1000000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/115211723,house,Philippi,3.0,1.0,1.0,,,-34.001892,18.59576684097912
1450000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/114954593,house,Costa Da Gama,3.0,2.0,1.0,200.0,,,
1392000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115069813,apartment,Woodstock,0.5,1.0,1.0,,32.0,-33.9305556,18.4472222
1075000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115132780,apartment,Plumstead,1.0,1.0,1.0,,48.0,-34.02,18.4772222
899000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115133672,apartment,Muizenberg,2.0,1.0,1.0,56.0,,-34.0978389,18.484570761750607
1195000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114974384,apartment,Cape Town City Centre,0.5,1.0,,,28.0,-33.9224221,18.4263523
1500000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/115156144,house,Heideveld,5.0,2.0,7.0,368.0,,-33.9625469,18.560700263216944
1400000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/115141619,apartment,Rondebosch,1.0,1.0,1.0,,,-33.9680556,18.4877778
995000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115152084,apartment,Ottery,2.0,1.0,1.0,,54.0,-34.0131526,18.5091531
435000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114874597,apartment,Wynberg,,1.0,1.0,,30.0,-34.0036249,18.4672507
1392000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114871847,apartment,Woodstock,0.5,1.0,1.0,,32.0,-33.9305556,18.4472222
1380000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114889055,apartment,Kenilworth,2.0,1.0,,,59.0,-33.9941667,18.4683333
1300000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114938400,apartment,Observatory,1.0,1.0,1.0,,41.0,-33.9369444,18.4683333
660000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115206769,apartment,Maitland,2.0,1.0,1.0,,50.0,-33.9225,18.4930556
1390000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115052955,apartment,Bridgetown,3.0,2.0,2.0,,92.0,-33.9563889,18.5305556
1100000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/115105013,apartment,Kenilworth,1.0,1.0,,,56.0,-33.9941667,18.4683333
699000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115167059,land,Grassy Park,,,,,,-34.0451287,18.5032529
699000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115146569,house,Belhar,2.0,1.0,2.0,206.0,,-33.9447222,18.6258333
1100000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115049154,apartment,Wynberg Upper,1.0,1.0,,,51.0,,
310000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/115164960,house,Greenville Garden City,2.0,1.0,1.0,,,,
379000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114882845,apartment,Wynberg,1.0,1.0,1.0,,30.0,-34.0036249,18.4672507
895000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115066634,apartment,Zonnebloem,1.0,1.0,1.0,,43.0,-33.932546,18.435048
800000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115012880?plId=1828794&amp;plt=4,apartment,Wynberg,1.0,1.0,1.0,62.0,,-34.0036249,18.4672507
1450000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115046295,house,Pelican Park,4.0,2.0,2.0,250.0,,-34.0546062,18.5284575
800000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115172041?plId=1828794&amp;plt=4,apartment,Wynberg,1.0,1.0,1.0,62.0,,-34.0036249,18.4672507
1349000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115147498,townhouse,Plumstead,2.0,1.0,1.0,,,-34.02,18.4772222
1395000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114755288,apartment,Zonnebloem,1.0,1.0,1.0,,45.0,-33.932546,18.435048
990000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115222605,apartment,Lansdowne,1.0,1.0,1.0,,56.0,-33.9963409,18.5068931
990000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/115046805,house,Steenberg,3.0,1.0,5.0,296.0,,-34.0747222,18.4708333
1245000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115046393,apartment,Woodstock,1.0,1.0,1.0,,52.0,-33.9305556,18.4472222
988000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/114881954,house,Ocean View,3.0,1.0,3.0,200.0,,-33.91222275,18.389076794442737
1249000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114854732,apartment,Salt River,1.0,1.0,1.0,,66.0,-33.9317008,18.4610056
895000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115125708,apartment,Ottery,2.0,1.0,1.0,,47.0,-34.0131526,18.5091531
825000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115050893,apartment,Mowbray,1.0,1.0,1.0,,34.0,-33.9483333,18.4741667
1150000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115063755,apartment,Observatory,1.0,1.0,1.0,,40.0,-33.9369444,18.4683333
1350000,https://www.property24.com/for-sale/silvertown/cape-town/western-cape/8731/115150607,house,Silvertown,2.0,1.0,6.0,267.0,,-33.9630556,18.5294444
1299000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115149879,house,Pelican Park,3.0,2.0,4.0,172.0,,-34.0546062,18.5284575
999000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114961596,apartment,Observatory,0.5,1.0,1.0,,37.0,-33.9369444,18.4683333
1395000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114858598,apartment,Cape Town City Centre,1.0,1.0,1.0,,44.0,-33.9224221,18.4263523
890000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115108896,apartment,Thornton,2.0,1.0,2.0,,58.0,-33.9189157,18.5318232
1350000,https://www.property24.com/for-sale/newlands/cape-town/western-cape/8679/115115053,apartment,Newlands,0.5,1.0,1.0,,51.0,-33.9742832,18.4572951
1300000,https://www.property24.com/for-sale/kenwyn/cape-town/western-cape/8792/115060287,apartment,Kenwyn,2.0,1.0,1.0,,82.0,-33.9954688,18.4992116
900000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114932280,land,Kensington,,,,496.0,,-33.9144444,18.5069444
1195000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115155122,house,Observatory,2.0,1.0,,109.0,,-33.9369444,18.4683333
1395000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115154492,house,Wynberg,2.0,1.0,3.0,196.0,,-34.0036249,18.4672507
1195000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115041106,house,Observatory,2.0,1.0,,109.0,,-33.9369444,18.4683333
700000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/114811478,property,Ottery,,,,,,-34.0131526,18.5091531
650000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115032410,apartment,Belhar,2.0,1.0,1.0,,38.0,-33.9447222,18.6258333
695000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115032433,house,Ocean View,2.0,1.0,1.0,81.0,,-33.91222275,18.389076794442737
1149000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/115039098,apartment,Rosebank,2.0,1.0,1.0,,47.0,-33.9519444,18.4738889
1200000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/115032946,apartment,Claremont Upper,,,,,37.0,,
1150000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115034544,house,Belhar,4.0,2.0,1.0,281.0,,-33.9447222,18.6258333
1345000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115069569,apartment,Cape Town City Centre,1.0,1.0,,,43.0,-33.9224221,18.4263523
1100000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115046675,apartment,Costa Da Gama,2.0,1.0,1.0,,54.0,,
1095000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/115107254,apartment,Pinelands,2.0,1.0,1.0,,60.0,-33.9316667,18.5127778
1150000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/115181724,apartment,Mouille Point,1.0,1.0,1.0,,,-33.9000229,18.4038842
1195000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115162205,property,Cape Town City Centre,,,,,30.0,-33.9224221,18.4263523
999500,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115143098,apartment,Cape Town City Centre,0.5,1.0,1.0,,29.0,-33.9224221,18.4263523
795000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/115101792,townhouse,Heideveld,2.0,1.0,2.0,,67.0,-33.9625469,18.560700263216944
1150000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115121524,house,Pelican Park,2.0,1.0,4.0,234.0,,-34.0546062,18.5284575
1195000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115087826,apartment,Woodstock,1.0,1.0,1.0,,54.0,-33.9305556,18.4472222
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115103187,apartment,Cape Town City Centre,0.5,1.0,,,36.0,-33.9224221,18.4263523
1499000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115012313,house,Pelican Park,6.0,3.0,3.0,,,-34.0546062,18.5284575
650000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115153811,house,Lotus River,2.0,1.0,,,,-34.0430556,18.5213889
890000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114849373,apartment,Pinelands,1.0,1.0,1.0,,31.0,-33.9316667,18.5127778
1500000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115072146,apartment,Lansdowne,3.0,2.0,2.0,,135.0,-33.9963409,18.5068931
675000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115223351,house,Bonteheuwel,2.0,1.0,,199.0,,-33.94607325,18.5035322
1150000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115033037,apartment,Claremont,2.0,1.0,1.0,,74.0,-33.9847222,18.4625
990000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115158951,apartment,Thornton,1.0,1.0,1.0,,,-33.9189157,18.5318232
1295000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114845734,apartment,Salt River,,1.0,1.0,,54.0,-33.9317008,18.4610056
370000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114988196,townhouse,Athlone,2.0,1.0,1.0,,,-33.9666667,18.505
920000,https://www.property24.com/for-sale/turf-hall-estate/cape-town/western-cape/16455/114881624,apartment,Turf Hall Estate,2.0,1.0,1.0,,48.0,-33.9891407,18.51204335
1500000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114929226,apartment,Lansdowne,3.0,2.0,2.0,,135.0,-33.9963409,18.5068931
1150000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115184373,house,Belhar,,,,281.0,,-33.9447222,18.6258333
800000,https://www.property24.com/for-sale/browns-farm/cape-town/western-cape/16526/114945864,house,Browns Farm,3.0,3.0,3.0,150.0,,,
799000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115223354,house,Belhar,2.0,1.0,2.0,200.0,,-33.9447222,18.6258333
1450000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114941593,apartment,Cape Town City Centre,1.0,1.0,1.0,,40.0,-33.9224221,18.4263523
1200000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115191283,house,Belhar,6.0,4.0,2.0,270.0,,-33.9447222,18.6258333
990000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114982732,apartment,Kenilworth,1.0,1.0,1.0,,64.0,-33.9941667,18.4683333
1148000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115042230,apartment,Mowbray,2.0,1.0,,,80.0,-33.9483333,18.4741667
990000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/115195969,apartment,Kenilworth,1.0,1.0,1.0,,64.0,-33.9941667,18.4683333
1445000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115069798,apartment,Cape Town City Centre,,1.0,1.0,,43.0,-33.9224221,18.4263523
1395000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115221556,apartment,Plumstead,2.0,1.0,,,79.0,-34.02,18.4772222
1499000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114701831,townhouse,Muizenberg,2.0,1.0,2.0,171.0,,-34.0978389,18.484570761750607
1050000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115076083,house,Belhar,2.0,1.0,1.0,312.0,,-33.9447222,18.6258333
950000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115018123,apartment,Observatory,0.5,1.0,1.0,,31.0,-33.9369444,18.4683333
1195000,https://www.property24.com/for-sale/manenberg/cape-town/western-cape/8718/114932054,house,Manenberg,3.0,1.0,5.0,780.0,,-33.9897222,18.5544444
1500000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115101088,house,Wynberg,2.0,2.0,2.0,,,-34.0036249,18.4672507
380000,https://www.property24.com/for-sale/fisantekraal/cape-town/western-cape/9529/115206286,house,Fisantekraal,1.0,1.0,1.0,200.0,,-33.788936473021984,18.701956222829047
1099000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115126158,apartment,Wynberg Upper,1.0,1.0,,54.0,,,
995000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/114932805,apartment,Southfield,2.0,1.0,1.0,,58.0,-34.02152212709593,18.46762729761389
895000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115024981,apartment,Lansdowne,2.0,1.0,1.0,,45.0,-33.9963409,18.5068931
1290000,https://www.property24.com/for-sale/marina-da-gama/cape-town/western-cape/10213/114755946,apartment,Marina Da Gama,1.0,1.0,1.0,,50.0,-34.0910877,18.4771588
1300000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115146137,house,Cape Town City Centre,1.0,1.0,,,,-33.9224221,18.4263523
300000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114997526,house,Greenville Garden City,2.0,1.0,1.0,91.0,,,
820000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115010207,apartment,Belhar,2.0,1.0,1.0,,55.0,-33.9447222,18.6258333
920000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/115116146,house,Guguletu,3.0,2.0,1.0,157.0,,-33.9822222,18.5683333
845000,https://www.property24.com/for-sale/vanguard/cape-town/western-cape/8766/115012246,apartment,Vanguard,2.0,1.0,,,44.0,-33.88740337144818,18.531563136083157
899000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115075452,apartment,Wynberg Upper,1.0,1.0,1.0,,49.0,,
865000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115225244,land,Lotus River,,,,512.0,,-34.0430556,18.5213889
1500000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115104306,house,Belhar,5.0,2.0,1.0,425.0,,-33.9447222,18.6258333
895000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115006188,apartment,Zonnebloem,1.0,1.0,1.0,,41.0,-33.932546,18.435048
995000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114942958,apartment,Woodstock,,1.0,1.0,,47.0,-33.9305556,18.4472222
1380000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115103975,apartment,Muizenberg,3.0,2.0,2.0,79.0,,-34.0978389,18.484570761750607
1090000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115054995,apartment,Observatory,,1.0,1.0,,31.0,-33.9369444,18.4683333
1100000,https://www.property24.com/for-sale/nooitgedacht/cape-town/western-cape/8123/114871808,house,Nooitgedacht,4.0,2.0,6.0,398.0,,-34.02392895092391,18.35245150356712
825000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114941115,apartment,Mowbray,,1.0,1.0,,34.0,-33.9483333,18.4741667
1390000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/114999676,apartment,Diep River,,,,,88.0,-33.861557773046115,18.49735483867311
399999,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114901037,land,Bonteheuwel,,,,296.0,,-33.94607325,18.5035322
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114167818?plId=1828796&amp;plt=4,apartment,Woodstock,2.0,1.0,,,37.0,-33.9305556,18.4472222
1300000,https://www.property24.com/for-sale/parktown/cape-town/western-cape/8756/115185266,house,Parktown,3.0,2.0,1.0,,,,
1050000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114999881,apartment,Rosebank,1.0,1.0,1.0,,30.0,-33.9519444,18.4738889
1250000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115077773,apartment,Wynberg,2.0,1.0,,,58.0,-34.0036249,18.4672507
930000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/115136464,apartment,Ottery East,2.0,2.0,1.0,,45.0,-34.0092723,18.4839438
1500000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115053856,apartment,Woodstock,1.0,1.0,,,42.0,-33.9305556,18.4472222
380000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115103269,apartment,Wynberg,1.0,1.0,1.0,,34.0,-34.0036249,18.4672507
399000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115006241,apartment,Wynberg,1.0,1.0,1.0,,30.0,-34.0036249,18.4672507
1250000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114999351,house,Wynberg,2.0,1.5,2.0,119.0,,-34.0036249,18.4672507
1150000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115047895,house,Pelican Park,4.0,2.0,1.0,200.0,,-34.0546062,18.5284575
1495000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/114964648,house,Steenberg,3.0,1.0,10.0,545.0,,-34.0747222,18.4708333
1199000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115071904,house,Pelican Park,3.0,1.0,3.0,240.0,,-34.0546062,18.5284575
1499000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115212378,house,Pelican Park,6.0,3.0,1.0,300.0,,-34.0546062,18.5284575
640000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115046787,townhouse,Kensington,3.0,1.0,1.0,102.0,,-33.9144444,18.5069444
1295000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114995703,apartment,Salt River,2.0,2.0,1.0,,72.0,-33.9317008,18.4610056
1299000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114901024,townhouse,Wynberg,2.0,1.5,2.0,119.0,,-34.0036249,18.4672507
550000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115072033?plId=1834316&amp;plt=4,house,Pelican Park,2.0,1.0,,,,-34.0546062,18.5284575
1090000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114823236,apartment,Pinelands,2.0,1.0,1.0,,56.0,-33.9316667,18.5127778
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114994267,apartment,Cape Town City Centre,1.0,1.0,,,42.0,-33.9224221,18.4263523
900000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114993114,apartment,Belhar,2.0,1.0,1.0,,50.0,-33.9447222,18.6258333
1195000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115041669,house,Salt River,3.0,1.0,,138.0,,-33.9317008,18.4610056
1150000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114812701,apartment,Lansdowne,2.0,1.0,1.0,,70.0,-33.9963409,18.5068931
490000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114875077,apartment,Wynberg,1.0,1.0,1.0,,36.0,-34.0036249,18.4672507
1290000,https://www.property24.com/for-sale/montana/cape-town/western-cape/8165/115107408,house,Montana,2.0,1.0,5.0,648.0,,,
1050000,https://www.property24.com/for-sale/knole-park/cape-town/western-cape/16285/115184093,apartment,Knole Park,2.0,1.0,,,,-34.02504598343328,18.525845430502542
879999,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115129886,apartment,Costa Da Gama,2.0,1.0,1.0,45.0,,,
1299000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114999309,townhouse,Wynberg,2.0,1.5,2.0,119.0,,-34.0036249,18.4672507
1395000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114790007,apartment,Kenilworth,1.0,1.0,1.0,,40.0,-33.9941667,18.4683333
1450000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115126400,house,Pelican Park,4.0,2.0,1.0,250.0,,-34.0546062,18.5284575
1450000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114859258,house,Grassy Park,3.0,2.0,2.0,150.0,,-34.0451287,18.5032529
1049000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114868460,apartment,Cape Town City Centre,1.0,1.0,1.0,,39.0,-33.9224221,18.4263523
370000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/115211796,house,Guguletu,2.0,1.0,1.0,,,-33.9822222,18.5683333
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114894745,apartment,Cape Town City Centre,1.0,1.0,1.0,,52.0,-33.9224221,18.4263523
1125000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114997741,apartment,Rondebosch,1.0,1.0,1.0,,39.0,-33.9680556,18.4877778
1299000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114664756?plId=1847451&amp;plt=4,house,Kensington,3.0,2.0,1.0,233.0,,-33.9144444,18.5069444
1450000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114992443,apartment,Zonnebloem,2.0,2.0,1.0,,80.0,-33.932546,18.435048
950000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/115016601,apartment,Southfield,1.0,1.0,1.0,,51.0,-34.02152212709593,18.46762729761389
1400000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/115011653,apartment,Rondebosch,1.0,1.0,1.0,,38.0,-33.9680556,18.4877778
